merchant_id,status_conta,status_seller,dias_desde_ativacao,idade_loja_dias,gmv_ultimos_30d,gmv_ultimos_90d,numero_vendas_30d,numero_vendas_90d,usa_nuvem_marketing,usa_nuvem_chat,usa_concorrente
107363,ativo,tiny-seller,524,1530,1973,7046,8,30,sim,nao,nao
107364,ativo,no-seller,739,2982,0,0,0,0,nao,nao,nao
107365,churnado,no-seller,98,509,0,0,0,0,nao,nao,nao
107366,ativo,small-seller,515,618,13001,37400,31,87,nao,nao,nao
107367,ativo,no-seller,46,160,0,0,0,0,nao,nao,nao
107368,ativo,small-seller,0,257,2978,12614,16,62,nao,sim,nao
107369,cancelado,struggling-seller,11,53,146,732,1,5,nao,nao,nao
107370,churnado,no-seller,83,402,0,0,0,0,nao,nao,nao
107371,ativo,tiny-seller,163,283,1792,6324,9,30,nao,nao,nao
107372,ativo,no-seller,213,3173,0,0,0,0,sim,nao,nao
107373,ativo,no-seller,536,673,0,0,0,0,nao,nao,nao
107374,ativo,small-seller,173,191,7309,26150,26,97,sim,nao,nao
107375,ativo,small-seller,25,136,13022,37716,29,85,sim,nao,nao
107376,ativo,no-seller,155,1108,0,0,0,0,nao,nao,nao
107377,ativo,struggling-seller,751,1149,124,378,1,3,nao,nao,nao
107378,ativo,small-seller,267,458,15675,39298,52,143,nao,nao,nao
107379,ativo,tiny-seller,627,2004,2274,6346,10,27,sim,nao,nao
107380,ativo,no-seller,59,247,0,0,0,0,sim,nao,nao
107381,churnado,no-seller,729,923,0,0,0,0,nao,nao,nao
107382,ativo,tiny-seller,190,1955,816,2834,4,15,nao,nao,nao
107383,ativo,tiny-seller,104,1475,473,1814,3,11,sim,sim,nao
107384,ativo,struggling-seller,108,2756,0,126,0,1,sim,nao,nao
107385,ativo,tiny-seller,47,144,1611,5751,4,15,nao,nao,nao
107386,ativo,medium-seller,238,2626,48599,125803,89,252,nao,nao,nao
107387,ativo,struggling-seller,197,509,457,1062,2,5,sim,nao,nao
107388,ativo,no-seller,64,102,0,0,0,0,nao,nao,nao
107389,ativo,medium-seller,103,522,79597,240638,173,529,sim,nao,nao
107390,trial,no-seller,191,330,0,0,0,0,nao,nao,nao
107391,ativo,no-seller,403,600,0,0,0,0,nao,sim,nao
107392,ativo,no-seller,426,814,0,0,0,0,nao,nao,nao
107393,ativo,tiny-seller,604,952,1149,3374,4,12,sim,nao,nao
107394,ativo,no-seller,277,658,0,0,0,0,nao,nao,nao
107395,ativo,tiny-seller,349,811,1042,2884,4,10,nao,nao,nao
107396,ativo,no-seller,524,2185,0,0,0,0,nao,nao,sim
107397,ativo,small-seller,71,81,10848,27288,47,125,sim,nao,nao
107398,ativo,struggling-seller,193,330,0,167,0,1,nao,nao,nao
107399,ativo,struggling-seller,292,1802,344,912,2,5,nao,nao,nao
107400,ativo,no-seller,613,832,0,0,0,0,nao,sim,nao
107401,trial,no-seller,36,45,0,0,0,0,nao,sim,nao
107402,ativo,struggling-seller,390,3035,101,205,1,2,nao,nao,nao
107403,ativo,small-seller,4,187,14545,51389,41,145,nao,sim,nao
107404,ativo,no-seller,478,618,0,0,0,0,sim,nao,nao
107405,ativo,struggling-seller,273,2745,289,953,2,6,nao,sim,nao
107406,ativo,struggling-seller,55,76,232,615,2,5,nao,sim,nao
107407,ativo,no-seller,80,213,0,0,0,0,nao,nao,nao
107408,ativo,no-seller,269,1043,0,0,0,0,nao,nao,nao
107409,ativo,no-seller,184,557,0,0,0,0,nao,nao,nao
107410,churnado,medium-seller,439,1528,14510,51713,60,193,nao,nao,nao
107411,ativo,no-seller,708,1940,0,0,0,0,sim,nao,nao
107412,ativo,no-seller,578,1256,0,0,0,0,nao,nao,nao
107413,ativo,struggling-seller,480,787,156,452,2,6,nao,nao,nao
107414,ativo,no-seller,283,2312,0,0,0,0,nao,nao,nao
107415,churnado,struggling-seller,575,2987,147,810,1,5,nao,nao,nao
107416,ativo,tiny-seller,488,2049,1376,3723,8,23,nao,nao,nao
107417,ativo,small-seller,301,576,8281,31675,28,108,nao,sim,nao
107418,cancelado,no-seller,292,333,0,0,0,0,nao,nao,nao
107419,churnado,no-seller,627,1472,0,0,0,0,nao,nao,nao
107420,ativo,struggling-seller,340,1402,284,562,2,4,nao,nao,nao
107421,ativo,medium-seller,8,39,53454,129149,158,412,nao,nao,nao
107422,trial,no-seller,249,380,0,0,0,0,nao,nao,nao
107423,ativo,no-seller,370,1703,0,0,0,0,nao,nao,nao
107424,ativo,struggling-seller,27,131,130,483,1,4,nao,nao,sim
107425,ativo,no-seller,75,136,0,0,0,0,nao,nao,nao
107426,churnado,struggling-seller,726,867,525,1581,2,6,nao,nao,nao
107427,ativo,no-seller,132,2294,0,0,0,0,nao,nao,nao
107428,ativo,struggling-seller,352,439,120,362,1,3,nao,sim,nao
107429,ativo,no-seller,726,2247,0,0,0,0,nao,nao,nao
107430,trial,small-seller,85,102,8618,20114,48,109,nao,nao,sim
107431,ativo,small-seller,117,968,9727,31330,20,64,nao,nao,sim
107432,churnado,no-seller,443,1564,0,0,0,0,nao,nao,sim
107433,ativo,struggling-seller,666,1747,222,617,1,3,nao,nao,nao
107434,ativo,no-seller,26,59,0,0,0,0,nao,sim,nao
107435,ativo,no-seller,4,2884,0,0,0,0,nao,nao,sim
107436,ativo,struggling-seller,694,1017,225,640,1,3,nao,nao,nao
107437,ativo,no-seller,96,1305,0,0,0,0,sim,nao,sim
107438,ativo,no-seller,255,1328,0,0,0,0,nao,nao,nao
107439,ativo,struggling-seller,562,1488,77,330,1,4,nao,nao,nao
107440,ativo,struggling-seller,191,803,254,655,2,5,nao,nao,nao
107441,ativo,small-seller,18,95,11215,25555,41,94,nao,nao,nao
107442,ativo,no-seller,9,88,0,0,0,0,sim,nao,nao
107443,ativo,no-seller,180,589,0,0,0,0,nao,nao,nao
107444,ativo,struggling-seller,34,252,180,790,1,4,nao,nao,nao
107445,ativo,no-seller,55,2050,0,0,0,0,nao,nao,sim
107446,ativo,small-seller,236,1480,10421,26948,36,84,nao,nao,sim
107447,cancelado,tiny-seller,191,210,3947,9309,10,24,nao,nao,nao
107448,ativo,medium-seller,133,226,86198,255791,190,588,nao,nao,nao
107449,ativo,no-seller,6,32,0,0,0,0,nao,nao,nao
107450,ativo,no-seller,751,1050,0,0,0,0,nao,nao,nao
107451,ativo,struggling-seller,22,66,159,336,1,2,sim,nao,nao
107452,ativo,struggling-seller,541,3136,83,176,1,2,sim,nao,nao
107453,ativo,no-seller,18,70,0,0,0,0,sim,nao,nao
107454,ativo,tiny-seller,653,1399,1487,3573,9,21,nao,nao,nao
107455,ativo,no-seller,174,233,0,0,0,0,nao,nao,nao
107456,ativo,no-seller,571,1473,0,0,0,0,sim,nao,nao
107457,trial,small-seller,696,1778,6617,24605,15,52,nao,sim,nao
107458,cancelado,no-seller,139,2003,0,0,0,0,nao,nao,nao
107459,ativo,tiny-seller,296,508,1266,3261,5,14,nao,nao,nao
107460,ativo,struggling-seller,587,3451,219,809,1,4,nao,nao,sim
107461,ativo,struggling-seller,28,46,206,419,1,2,nao,nao,nao
107462,ativo,no-seller,53,510,0,0,0,0,nao,nao,sim
107463,ativo,no-seller,23,38,0,0,0,0,sim,nao,nao
107464,ativo,struggling-seller,522,1892,266,792,2,6,nao,nao,nao
107465,ativo,no-seller,179,397,0,0,0,0,nao,nao,nao
107466,churnado,struggling-seller,163,842,157,317,1,2,nao,nao,sim
107467,ativo,tiny-seller,260,806,1582,7212,4,17,nao,nao,nao
107468,ativo,struggling-seller,178,178,237,653,1,3,nao,nao,nao
107469,ativo,large-seller,187,360,193064,628536,313,946,sim,nao,nao
107470,ativo,no-seller,137,1922,0,0,0,0,sim,nao,nao
107471,ativo,medium-seller,104,3467,37371,109332,72,211,nao,nao,nao
107472,ativo,tiny-seller,419,1053,2718,9355,8,29,nao,sim,nao
107473,ativo,no-seller,37,145,0,0,0,0,nao,nao,nao
107474,ativo,no-seller,735,798,0,0,0,0,nao,nao,nao
107475,ativo,no-seller,11,455,0,0,0,0,nao,nao,nao
107476,ativo,no-seller,19,124,0,0,0,0,nao,nao,nao
107477,ativo,no-seller,218,264,0,0,0,0,nao,nao,sim
107478,ativo,no-seller,600,613,0,0,0,0,nao,sim,nao
107479,churnado,struggling-seller,29,145,0,108,0,1,nao,nao,nao
107480,ativo,no-seller,405,1427,0,0,0,0,sim,nao,nao
107481,ativo,no-seller,323,383,0,0,0,0,nao,nao,nao
107482,ativo,no-seller,439,947,0,0,0,0,sim,nao,nao
107483,ativo,no-seller,728,1376,0,0,0,0,nao,nao,nao
107484,ativo,no-seller,51,2096,0,0,0,0,nao,nao,nao
107485,ativo,no-seller,104,271,0,0,0,0,nao,nao,nao
107486,ativo,small-seller,183,555,7193,23864,25,82,nao,nao,nao
107487,churnado,struggling-seller,139,178,399,727,2,4,nao,nao,nao
107488,ativo,no-seller,72,88,0,0,0,0,nao,nao,nao
107489,ativo,no-seller,45,187,0,0,0,0,nao,nao,nao
107490,ativo,tiny-seller,10,778,1594,4042,8,19,nao,nao,nao
107491,ativo,no-seller,123,141,0,0,0,0,nao,nao,nao
107492,ativo,small-seller,289,488,19739,64955,40,143,sim,nao,nao
107493,ativo,medium-seller,284,659,90248,215088,207,526,sim,nao,nao
107494,ativo,no-seller,364,638,0,0,0,0,nao,nao,nao
107495,ativo,struggling-seller,491,2310,366,854,2,5,nao,nao,nao
107496,ativo,no-seller,176,310,0,0,0,0,nao,nao,nao
107497,ativo,struggling-seller,396,3005,228,684,1,3,nao,nao,nao
107498,ativo,no-seller,51,309,0,0,0,0,nao,nao,nao
107499,ativo,no-seller,114,1009,0,0,0,0,nao,nao,nao
107500,ativo,no-seller,7,41,0,0,0,0,nao,nao,nao
107501,ativo,no-seller,131,136,0,0,0,0,nao,nao,nao
107502,ativo,tiny-seller,347,3271,2003,6324,7,24,nao,nao,nao
107503,ativo,no-seller,66,531,0,0,0,0,nao,sim,nao
107504,ativo,tiny-seller,89,203,1492,3399,9,21,nao,nao,nao
107505,ativo,no-seller,35,307,0,0,0,0,nao,nao,nao
107506,trial,tiny-seller,721,1006,1099,2647,7,16,nao,nao,nao
107507,ativo,no-seller,386,1095,0,0,0,0,nao,nao,nao
107508,ativo,no-seller,151,250,0,0,0,0,nao,nao,nao
107509,ativo,struggling-seller,224,284,153,670,1,4,sim,nao,nao
107510,ativo,no-seller,3,88,0,0,0,0,nao,sim,nao
107511,ativo,no-seller,53,57,0,0,0,0,nao,sim,nao
107512,ativo,tiny-seller,36,378,2011,6167,6,17,sim,nao,nao
107513,ativo,no-seller,36,1063,0,0,0,0,nao,nao,nao
107514,ativo,small-seller,55,84,9427,31427,28,94,sim,nao,nao
107515,ativo,struggling-seller,737,1152,0,142,0,1,sim,nao,nao
107516,ativo,no-seller,357,516,0,0,0,0,nao,nao,nao
107517,ativo,struggling-seller,13,54,0,111,0,1,sim,nao,nao
107518,churnado,no-seller,795,2961,0,0,0,0,nao,nao,nao
107519,ativo,struggling-seller,318,452,144,269,1,2,nao,nao,nao
107520,ativo,struggling-seller,389,619,268,994,1,4,nao,sim,sim
107521,ativo,no-seller,538,1682,0,0,0,0,nao,sim,nao
107522,ativo,no-seller,1,32,0,0,0,0,nao,nao,nao
107523,ativo,struggling-seller,319,443,428,820,3,6,nao,nao,nao
107524,ativo,no-seller,92,223,0,0,0,0,nao,nao,nao
107525,ativo,large-seller,62,2401,230892,579231,447,1169,nao,nao,nao
107526,ativo,tiny-seller,466,787,1657,3695,5,11,nao,nao,sim
107527,ativo,struggling-seller,787,2345,0,82,0,1,nao,nao,nao
107528,ativo,no-seller,414,432,0,0,0,0,nao,nao,nao
107529,ativo,no-seller,365,394,0,0,0,0,nao,nao,nao
107530,ativo,struggling-seller,190,3318,98,200,1,2,nao,sim,nao
107531,ativo,small-seller,26,191,9191,36209,24,95,nao,nao,nao
107532,ativo,medium-seller,10,43,18559,64456,60,211,nao,nao,nao
107533,ativo,tiny-seller,222,1178,974,2720,3,8,nao,nao,nao
107534,ativo,no-seller,444,2551,0,0,0,0,nao,sim,sim
107535,ativo,no-seller,10,36,0,0,0,0,nao,nao,nao
107536,ativo,tiny-seller,134,202,2026,5105,11,28,nao,nao,nao
107537,ativo,struggling-seller,83,2638,408,993,2,5,nao,nao,nao
107538,cancelado,tiny-seller,122,132,2708,8060,10,29,nao,nao,nao
107539,ativo,no-seller,68,523,0,0,0,0,nao,nao,sim
107540,ativo,no-seller,113,154,0,0,0,0,nao,nao,nao
107541,ativo,tiny-seller,32,79,1688,4028,6,14,nao,nao,sim
107542,ativo,small-seller,48,153,6136,21819,18,68,nao,nao,nao
107543,ativo,small-seller,313,1103,19299,54862,47,129,nao,nao,nao
107544,churnado,small-seller,328,420,3632,11629,10,32,nao,sim,nao
107545,ativo,struggling-seller,17,68,456,1038,2,5,nao,nao,sim
107546,ativo,no-seller,31,38,0,0,0,0,nao,nao,nao
107547,trial,struggling-seller,61,123,243,511,2,4,nao,sim,nao
107548,ativo,no-seller,160,199,0,0,0,0,nao,nao,nao
107549,ativo,struggling-seller,12,70,168,511,1,3,sim,nao,nao
107550,ativo,struggling-seller,613,2760,0,151,0,1,nao,nao,nao
107551,ativo,no-seller,749,2772,0,0,0,0,nao,nao,nao
107552,churnado,no-seller,116,2573,0,0,0,0,nao,nao,nao
107553,ativo,no-seller,435,512,0,0,0,0,nao,nao,nao
107554,ativo,no-seller,302,3416,0,0,0,0,nao,nao,sim
107555,ativo,no-seller,129,428,0,0,0,0,nao,nao,nao
107556,trial,no-seller,214,439,0,0,0,0,nao,nao,nao
107557,ativo,struggling-seller,377,494,203,971,1,5,nao,nao,nao
107558,ativo,struggling-seller,232,1950,0,148,0,1,nao,sim,nao
107559,ativo,struggling-seller,154,1010,213,672,1,3,nao,nao,nao
107560,ativo,struggling-seller,79,98,478,1126,2,5,nao,nao,nao
107561,ativo,struggling-seller,32,149,165,432,2,5,nao,nao,nao
107562,ativo,tiny-seller,143,187,1314,4619,5,16,nao,nao,nao
107563,ativo,no-seller,104,213,0,0,0,0,nao,nao,nao
107564,ativo,top-seller,191,387,718156,1918425,1179,3310,nao,sim,nao
107565,ativo,large-seller,19,52,306182,912521,490,1404,nao,nao,nao
107566,churnado,struggling-seller,73,86,326,902,2,5,nao,nao,nao
107567,ativo,no-seller,204,1160,0,0,0,0,nao,nao,nao
107568,ativo,tiny-seller,524,2297,858,2088,3,8,nao,nao,nao
107569,ativo,struggling-seller,29,32,204,473,2,5,nao,nao,sim
107570,ativo,small-seller,612,2705,19131,43743,43,104,nao,nao,nao
107571,ativo,no-seller,489,1483,0,0,0,0,nao,nao,nao
107572,ativo,medium-seller,171,1863,34343,110131,93,317,sim,nao,nao
107573,churnado,no-seller,131,548,0,0,0,0,nao,nao,nao
107574,churnado,struggling-seller,34,157,227,455,1,2,nao,nao,nao
107575,ativo,small-seller,73,2015,8474,27156,35,117,nao,nao,nao
107576,ativo,no-seller,495,2546,0,0,0,0,nao,sim,nao
107577,ativo,struggling-seller,452,1363,187,534,1,3,nao,nao,nao
107578,ativo,no-seller,230,246,0,0,0,0,nao,nao,nao
107579,ativo,tiny-seller,26,101,1000,2707,3,8,nao,sim,nao
107580,ativo,no-seller,179,1119,0,0,0,0,nao,nao,sim
107581,ativo,small-seller,56,57,7538,18964,15,41,nao,nao,nao
107582,ativo,small-seller,74,175,6306,19382,26,75,nao,sim,sim
107583,ativo,no-seller,420,603,0,0,0,0,nao,nao,nao
107584,trial,no-seller,580,3139,0,0,0,0,nao,nao,nao
107585,ativo,no-seller,645,3115,0,0,0,0,nao,nao,nao
107586,ativo,no-seller,563,851,0,0,0,0,nao,sim,nao
107587,ativo,no-seller,119,143,0,0,0,0,nao,nao,nao
107588,ativo,struggling-seller,224,281,322,958,2,6,nao,nao,nao
107589,ativo,no-seller,30,354,0,0,0,0,nao,nao,nao
107590,ativo,no-seller,192,457,0,0,0,0,nao,nao,nao
107591,ativo,no-seller,179,366,0,0,0,0,nao,nao,nao
107592,ativo,no-seller,108,201,0,0,0,0,nao,nao,sim
107593,ativo,small-seller,48,443,26767,63789,59,140,nao,nao,nao
107594,ativo,struggling-seller,417,556,241,732,2,6,nao,nao,nao
107595,ativo,no-seller,157,602,0,0,0,0,nao,nao,nao
107596,ativo,no-seller,7,250,0,0,0,0,nao,nao,nao
107597,ativo,no-seller,63,1306,0,0,0,0,sim,sim,nao
107598,ativo,no-seller,86,1382,0,0,0,0,sim,nao,nao
107599,ativo,tiny-seller,71,146,2335,6571,8,23,nao,nao,nao
107600,ativo,struggling-seller,464,938,0,193,0,1,nao,nao,nao
107601,churnado,medium-seller,134,191,112414,302876,239,702,nao,sim,nao
107602,ativo,no-seller,56,388,0,0,0,0,nao,nao,nao
107603,ativo,no-seller,47,254,0,0,0,0,nao,nao,sim
107604,ativo,struggling-seller,66,257,206,395,1,2,sim,nao,nao
107605,ativo,no-seller,59,219,0,0,0,0,nao,nao,nao
107606,ativo,struggling-seller,563,1432,355,1049,2,6,nao,nao,nao
107607,ativo,no-seller,24,103,0,0,0,0,nao,nao,nao
107608,ativo,tiny-seller,518,3104,1495,5910,6,23,nao,nao,nao
107609,ativo,small-seller,41,42,8809,27688,19,55,nao,nao,nao
107610,ativo,no-seller,540,2128,0,0,0,0,nao,nao,nao
107611,ativo,struggling-seller,252,1146,260,770,1,3,nao,nao,nao
107612,ativo,struggling-seller,183,241,249,478,1,2,nao,nao,sim
107613,trial,struggling-seller,13,112,219,1030,1,5,nao,nao,nao
107614,ativo,tiny-seller,209,354,825,2278,4,12,nao,nao,nao
107615,ativo,struggling-seller,632,1367,362,850,2,5,nao,sim,nao
107616,ativo,tiny-seller,88,89,1613,4444,6,15,nao,nao,nao
107617,ativo,no-seller,529,1352,0,0,0,0,nao,nao,nao
107618,ativo,no-seller,34,96,0,0,0,0,nao,nao,nao
107619,ativo,struggling-seller,522,2301,0,225,0,1,sim,nao,sim
107620,ativo,no-seller,32,71,0,0,0,0,sim,nao,nao
107621,ativo,struggling-seller,209,664,0,162,0,1,nao,nao,nao
107622,ativo,struggling-seller,456,588,0,137,0,1,sim,nao,nao
107623,ativo,no-seller,255,1867,0,0,0,0,nao,nao,nao
107624,ativo,struggling-seller,12,80,279,849,2,6,nao,sim,nao
107625,ativo,medium-seller,744,1264,86676,206600,215,555,nao,nao,nao
107626,ativo,struggling-seller,215,245,197,556,1,3,nao,nao,nao
107627,ativo,struggling-seller,593,2299,159,507,1,3,nao,nao,sim
107628,ativo,no-seller,0,67,0,0,0,0,nao,nao,nao
107629,ativo,no-seller,757,2667,0,0,0,0,nao,nao,nao
107630,ativo,struggling-seller,623,1878,135,268,1,2,sim,nao,nao
107631,ativo,no-seller,504,885,0,0,0,0,nao,sim,nao
107632,churnado,tiny-seller,443,2521,2728,8891,8,25,nao,nao,sim
107633,churnado,medium-seller,311,551,62645,196511,186,579,sim,nao,nao
107634,ativo,struggling-seller,54,416,362,1200,2,6,nao,nao,sim
107635,ativo,tiny-seller,749,2801,635,1581,3,7,nao,nao,sim
107636,ativo,no-seller,313,1793,0,0,0,0,sim,nao,nao
107637,ativo,no-seller,430,1143,0,0,0,0,nao,nao,sim
107638,ativo,no-seller,204,225,0,0,0,0,nao,nao,nao
107639,ativo,struggling-seller,31,36,0,262,0,1,nao,nao,nao
107640,ativo,no-seller,357,3089,0,0,0,0,sim,nao,nao
107641,ativo,struggling-seller,153,277,162,522,1,3,nao,nao,nao
107642,ativo,no-seller,525,1585,0,0,0,0,nao,nao,nao
107643,ativo,struggling-seller,46,62,126,265,1,2,nao,nao,nao
107644,ativo,medium-seller,553,835,39066,94565,120,272,nao,sim,sim
107645,ativo,no-seller,371,1850,0,0,0,0,nao,nao,nao
107646,trial,small-seller,529,631,8810,22264,23,61,nao,nao,nao
107647,ativo,no-seller,95,272,0,0,0,0,nao,nao,nao
107648,churnado,struggling-seller,137,2542,89,248,1,3,nao,nao,nao
107649,ativo,no-seller,186,1803,0,0,0,0,nao,sim,sim
107650,churnado,no-seller,204,423,0,0,0,0,nao,nao,nao
107651,ativo,no-seller,13,447,0,0,0,0,nao,nao,nao
107652,ativo,no-seller,47,1317,0,0,0,0,nao,nao,nao
107653,ativo,no-seller,42,90,0,0,0,0,nao,nao,nao
107654,ativo,no-seller,165,310,0,0,0,0,sim,nao,nao
107655,ativo,struggling-seller,34,70,381,1114,2,6,sim,nao,nao
107656,ativo,struggling-seller,94,161,338,795,2,5,nao,nao,nao
107657,ativo,no-seller,199,356,0,0,0,0,nao,nao,sim
107658,churnado,small-seller,88,114,18681,63267,40,132,sim,nao,nao
107659,churnado,no-seller,371,1582,0,0,0,0,nao,nao,nao
107660,ativo,struggling-seller,122,246,108,457,1,4,nao,nao,nao
107661,ativo,medium-seller,251,889,83214,251097,166,483,nao,nao,nao
107662,ativo,tiny-seller,232,523,2292,5427,9,21,nao,nao,nao
107663,churnado,no-seller,15,60,0,0,0,0,nao,nao,nao
107664,ativo,no-seller,172,1364,0,0,0,0,nao,nao,nao
107665,ativo,no-seller,173,190,0,0,0,0,nao,sim,nao
107666,churnado,medium-seller,32,32,51822,131336,149,406,nao,nao,nao
107667,ativo,no-seller,168,363,0,0,0,0,nao,nao,nao
107668,ativo,no-seller,187,360,0,0,0,0,nao,sim,nao
107669,ativo,no-seller,442,1222,0,0,0,0,nao,nao,nao
107670,ativo,tiny-seller,98,150,2372,6832,7,22,nao,nao,nao
107671,ativo,tiny-seller,31,36,1977,5020,8,19,nao,nao,nao
107672,ativo,no-seller,22,43,0,0,0,0,nao,nao,nao
107673,ativo,no-seller,667,2136,0,0,0,0,sim,nao,nao
107674,ativo,no-seller,285,662,0,0,0,0,sim,nao,nao
107675,ativo,no-seller,691,741,0,0,0,0,sim,nao,sim
107676,ativo,tiny-seller,51,244,2751,6754,10,23,nao,nao,nao
107677,ativo,no-seller,157,292,0,0,0,0,nao,nao,nao
107678,ativo,struggling-seller,639,2127,169,499,1,3,nao,nao,nao
107679,ativo,no-seller,420,1525,0,0,0,0,nao,nao,nao
107680,ativo,struggling-seller,377,712,219,638,1,3,nao,sim,nao
107681,ativo,tiny-seller,701,3440,1876,4649,6,15,nao,nao,sim
107682,ativo,struggling-seller,300,362,277,543,2,4,nao,nao,nao
107683,ativo,no-seller,187,304,0,0,0,0,nao,nao,nao
107684,ativo,struggling-seller,555,983,476,1313,2,6,nao,nao,nao
107685,ativo,struggling-seller,168,184,203,512,2,5,sim,nao,nao
107686,ativo,no-seller,574,1732,0,0,0,0,nao,nao,nao
107687,ativo,no-seller,374,1360,0,0,0,0,nao,nao,nao
107688,ativo,no-seller,23,35,0,0,0,0,nao,sim,nao
107689,ativo,tiny-seller,273,1497,1984,6583,7,24,nao,nao,nao
107690,ativo,no-seller,83,1156,0,0,0,0,nao,nao,nao
107691,ativo,no-seller,148,3171,0,0,0,0,nao,nao,nao
107692,ativo,no-seller,11,539,0,0,0,0,nao,sim,sim
107693,ativo,struggling-seller,21,48,0,135,0,1,nao,nao,nao
107694,ativo,no-seller,151,169,0,0,0,0,nao,nao,nao
107695,ativo,tiny-seller,146,540,2622,6604,9,23,nao,sim,nao
107696,ativo,no-seller,86,706,0,0,0,0,nao,nao,nao
107697,ativo,struggling-seller,31,53,257,824,2,6,nao,nao,nao
107698,ativo,no-seller,132,1863,0,0,0,0,nao,nao,nao
107699,ativo,no-seller,455,1211,0,0,0,0,nao,nao,nao
107700,ativo,no-seller,615,1350,0,0,0,0,nao,nao,nao
107701,ativo,no-seller,93,115,0,0,0,0,nao,nao,sim
107702,cancelado,tiny-seller,75,447,1430,4292,7,21,sim,nao,nao
107703,churnado,struggling-seller,581,871,182,757,1,4,nao,nao,sim
107704,ativo,no-seller,181,427,0,0,0,0,nao,sim,nao
107705,ativo,tiny-seller,30,53,1747,7826,7,29,nao,nao,nao
107706,ativo,no-seller,83,176,0,0,0,0,nao,sim,nao
107707,ativo,struggling-seller,772,918,231,628,2,5,nao,nao,nao
107708,ativo,struggling-seller,716,772,185,508,2,5,nao,nao,nao
107709,cancelado,tiny-seller,96,169,1156,4077,5,17,sim,nao,nao
107710,ativo,struggling-seller,35,101,0,133,0,1,sim,nao,nao
107711,ativo,no-seller,560,1016,0,0,0,0,nao,nao,nao
107712,ativo,no-seller,119,1629,0,0,0,0,nao,nao,nao
107713,ativo,no-seller,291,1477,0,0,0,0,nao,nao,sim
107714,ativo,struggling-seller,18,105,175,568,1,3,nao,nao,sim
107715,ativo,no-seller,659,2019,0,0,0,0,nao,nao,nao
107716,ativo,struggling-seller,31,68,310,937,2,6,nao,nao,nao
107717,ativo,small-seller,17,110,15816,43496,53,139,nao,nao,nao
107718,ativo,no-seller,333,2402,0,0,0,0,nao,nao,nao
107719,ativo,struggling-seller,595,1007,169,337,1,2,nao,sim,nao
107720,ativo,no-seller,616,2668,0,0,0,0,nao,nao,nao
107721,ativo,no-seller,558,2936,0,0,0,0,nao,nao,nao
107722,ativo,struggling-seller,5,1510,204,1083,1,5,nao,nao,nao
107723,churnado,no-seller,86,143,0,0,0,0,sim,nao,nao
107724,ativo,no-seller,606,957,0,0,0,0,nao,nao,sim
107725,ativo,struggling-seller,94,121,0,136,0,1,nao,nao,nao
107726,ativo,no-seller,110,175,0,0,0,0,nao,nao,nao
107727,ativo,no-seller,24,115,0,0,0,0,nao,nao,nao
107728,ativo,no-seller,38,2276,0,0,0,0,nao,nao,nao
107729,ativo,small-seller,10,33,13938,45954,24,84,sim,nao,nao
107730,cancelado,no-seller,19,100,0,0,0,0,sim,nao,sim
107731,ativo,small-seller,177,2203,5922,19798,27,96,nao,nao,nao
107732,ativo,tiny-seller,670,2794,1544,6102,7,25,sim,nao,nao
107733,ativo,no-seller,12,30,0,0,0,0,nao,nao,nao
107734,ativo,struggling-seller,47,163,102,189,1,2,nao,nao,nao
107735,ativo,small-seller,653,1918,2792,8386,15,43,nao,nao,nao
107736,ativo,no-seller,800,1213,0,0,0,0,nao,nao,nao
107737,ativo,no-seller,28,39,0,0,0,0,nao,nao,nao
107738,ativo,no-seller,97,226,0,0,0,0,nao,nao,nao
107739,ativo,medium-seller,710,1014,35646,109364,70,233,sim,nao,nao
107740,cancelado,no-seller,61,230,0,0,0,0,nao,nao,nao
107741,ativo,no-seller,457,1125,0,0,0,0,nao,nao,sim
107742,ativo,no-seller,728,2475,0,0,0,0,nao,nao,nao
107743,ativo,no-seller,0,45,0,0,0,0,nao,nao,nao
107744,ativo,struggling-seller,151,291,204,380,1,2,nao,nao,nao
107745,ativo,small-seller,143,223,7747,24199,15,46,nao,nao,nao
107746,ativo,no-seller,204,932,0,0,0,0,sim,sim,nao
107747,ativo,struggling-seller,78,1682,0,114,0,1,nao,nao,nao
107748,ativo,no-seller,21,188,0,0,0,0,nao,sim,nao
107749,ativo,no-seller,57,2945,0,0,0,0,nao,sim,nao
107750,ativo,small-seller,551,2904,8235,18732,24,58,nao,nao,sim
107751,ativo,struggling-seller,54,989,0,148,0,1,sim,nao,nao
107752,ativo,no-seller,5,175,0,0,0,0,nao,nao,nao
107753,ativo,struggling-seller,142,2376,259,652,2,5,sim,nao,nao
107754,ativo,no-seller,80,3304,0,0,0,0,nao,nao,nao
107755,ativo,no-seller,86,285,0,0,0,0,nao,nao,nao
107756,ativo,no-seller,73,939,0,0,0,0,nao,nao,nao
107757,ativo,no-seller,24,77,0,0,0,0,nao,nao,nao
107758,ativo,struggling-seller,475,2233,230,704,1,3,nao,nao,nao
107759,ativo,no-seller,70,756,0,0,0,0,nao,nao,nao
107760,ativo,struggling-seller,4,182,241,728,2,6,nao,sim,nao
107761,ativo,no-seller,152,480,0,0,0,0,sim,nao,nao
107762,ativo,no-seller,306,2437,0,0,0,0,nao,nao,nao
107763,ativo,no-seller,45,774,0,0,0,0,nao,nao,nao
